Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Status
301024-sky,301024 Sky - Sky,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> Sky</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Sky, Embroidery Chain Stitch Work, Net, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301024_Sky,500,shopify,deny,manual,1495,,TRUE,TRUE,,,,301024 Sky - Sky,FALSE,301024 Sky - Sky,"
Product Details

Top Fabric: Net
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Net
Color: Sky
Work: Embroidery Chain Stitch Work
Pattern: Embroidery",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301024-gajri,301024 Gajri - Gajari,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> Gajari</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Gajari, Embroidery Chain Stitch Work, Net, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301024_Gajri,500,shopify,deny,manual,1495,,TRUE,TRUE,,,,301024 Gajri - Gajari,FALSE,301024 Gajri - Gajari,"
Product Details

Top Fabric: Net
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Net
Color: Gajari
Work: Embroidery Chain Stitch Work
Pattern: Embroid",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301025-lyellow,301025 Lyellow - LightYellow,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> santoon</li>
<li><strong>Bottom Fabric:</strong> santoon</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> LightYellow</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Net || Inner Fabric: Santoon || Bottom Fabric: Santoon || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, LightYellow, Embroidery Chain Stitch Work, Net, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301025_Lyellow,500,shopify,deny,manual,1340,,TRUE,TRUE,,,,301025 Lyellow - LightYellow,FALSE,301025 Lyellow - LightYellow,"
Product Details

Top Fabric: Net
Inner Fabric: santoon
Bottom Fabric: santoon
Dupatta Fabric: Net
Color: LightYellow
Work: Embroidery Chain Stitch Work
Pattern",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301026-sky,301026 Sky - Sky,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> Sky</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Net || Inner Fabric: Crepe || Bottom Fabric: Crepe || Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Sky, Embroidery Chain Stitch Work, Net, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301026_Sky,500,shopify,deny,manual,1495,,TRUE,TRUE,,,,301026 Sky - Sky,FALSE,301026 Sky - Sky,"
Product Details

Top Fabric: Net
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Net
Color: Sky
Work: Embroidery Chain Stitch Work
Pattern: Embroidery",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301026-lpurple,301026 LPurple - Light Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> santoon</li>
<li><strong>Bottom Fabric:</strong> santoon</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> Light Purple</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Net || Inner Fabric: Santoon || Bottom Fabric: Santoon|| Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Light Purple, Embroidery Chain Stitch Work, Net, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301026_LPurple,500,shopify,deny,manual,1495,,TRUE,TRUE,,,,301026 LPurple - Light Purple,FALSE,301026 LPurple - Light Purple,"
Product Details

Top Fabric: Net
Inner Fabric: santoon
Bottom Fabric: santoon
Dupatta Fabric: Net
Color: Light Purple
Work: Embroidery Chain Stitch Work
Patter",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301026-black,301026 Black - Black,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Net</li>
<li><strong>Inner Fabric:</strong> santoon</li>
<li><strong>Bottom Fabric:</strong> santoon</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Net || Inner Fabric: Santoon || Bottom Fabric: Santoon|| Dupatta Fabric : Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work :: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Black, Embroidery Chain Stitch Work, Net, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301026_Black,500,shopify,deny,manual,1495,,TRUE,TRUE,,,,301026 Black - Black,FALSE,301026 Black - Black,"
Product Details

Top Fabric: Net
Inner Fabric: santoon
Bottom Fabric: santoon
Dupatta Fabric: Net
Color: Black
Work: Embroidery Chain Stitch Work
Pattern: Embr",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301027-pink,301027 Pink - Dark Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Dark Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Dark Pink, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301027_Pink,500,shopify,deny,manual,1995,,TRUE,TRUE,,,,301027 Pink - Dark Pink,FALSE,301027 Pink - Dark Pink,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Dark Pink
Work: Embroidery Sequence Work
Patte",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301027-green,301027 Green - Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Green, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301027_Green,500,shopify,deny,manual,1995,,TRUE,TRUE,,,,301027 Green - Green,FALSE,301027 Green - Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Green
Work: Embroidery Sequence Work
Pattern: ",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301027-rama,301027 Rama - Rama,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Rama</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Rama, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301027_Rama,500,shopify,deny,manual,1995,,TRUE,TRUE,,,,301027 Rama - Rama,FALSE,301027 Rama - Rama,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Rama
Work: Embroidery Sequence Work
Pattern: E",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301028-black-pakistani,301028 Black Pakistani - Black,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Net</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Net || Top Work: Embroidery Chain Stitch Work || Bottom Work: Plain || Dupatta Work: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Black, Embroidery Chain Stitch Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301028_Black Pakistani,500,shopify,deny,manual,1695,,TRUE,TRUE,,,,301028 Black Pakistani - Black,FALSE,301028 Black Pakistani - Black,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Net
Color: Black
Work: Embroidery Chain Stitch Work
Pattern: Em",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301029-green,301029 Green - Green,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Green</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Green, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Green,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Green - Green,FALSE,301029 Green - Green,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Green
Work: Embroidery Sequence Work
Pattern: ",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301029-rama,301029 Rama - Turquoise Blue,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Turquoise Blue</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi-stich</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Turquoise Blue, Embroidery Sequence Work, Georgette, Semi-stich, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301029_Rama,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301029 Rama - Turquoise Blue,FALSE,301029 Rama - Turquoise Blue,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Turquoise Blue
Work: Embroidery Sequence Work
",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
